Date,GEO,value,Age,Sex
2020-01-04,New Brunswick,90,all ages,Males
2020-01-04,New Brunswick,90,all ages,Females
2020-01-04,New Brunswick,10,0 to 44 years,Both sexes
2020-01-04,New Brunswick,5,0 to 44 years,Males
2020-01-04,New Brunswick,0,0 to 44 years,Females
2020-01-04,New Brunswick,30,45 to 64 years,Both sexes
2020-01-04,New Brunswick,15,45 to 64 years,Males
2020-01-04,New Brunswick,15,45 to 64 years,Females
2020-01-04,New Brunswick,80,65 to 84 years,Both sexes
2020-01-04,New Brunswick,45,65 to 84 years,Males
2020-01-04,New Brunswick,35,65 to 84 years,Females
2020-01-04,New Brunswick,60,85 years and over,Both sexes
2020-01-04,New Brunswick,20,85 years and over,Males
2020-01-04,New Brunswick,40,85 years and over,Females
2020-01-11,New Brunswick,140,all ages,Both sexes
2020-01-11,New Brunswick,75,all ages,Males
2020-01-11,New Brunswick,60,all ages,Females
2020-01-11,New Brunswick,5,0 to 44 years,Both sexes
2020-01-11,New Brunswick,0,0 to 44 years,Males
2020-01-11,New Brunswick,0,0 to 44 years,Females
2020-01-11,New Brunswick,20,45 to 64 years,Both sexes
2020-01-11,New Brunswick,10,45 to 64 years,Males
2020-01-11,New Brunswick,10,45 to 64 years,Females
2020-01-11,New Brunswick,65,65 to 84 years,Both sexes
2020-01-11,New Brunswick,45,65 to 84 years,Males
2020-01-11,New Brunswick,25,65 to 84 years,Females
2020-01-11,New Brunswick,50,85 years and over,Both sexes
2020-01-11,New Brunswick,25,85 years and over,Males
2020-01-11,New Brunswick,30,85 years and over,Females
2020-01-18,New Brunswick,150,all ages,Both sexes
2020-01-18,New Brunswick,70,all ages,Males
2020-01-18,New Brunswick,85,all ages,Females
2020-01-18,New Brunswick,5,0 to 44 years,Both sexes
2020-01-18,New Brunswick,5,0 to 44 years,Males
2020-01-18,New Brunswick,5,0 to 44 years,Females
2020-01-18,New Brunswick,15,45 to 64 years,Both sexes
2020-01-18,New Brunswick,5,45 to 64 years,Males
2020-01-18,New Brunswick,10,45 to 64 years,Females
2020-01-18,New Brunswick,65,65 to 84 years,Both sexes
2020-01-18,New Brunswick,35,65 to 84 years,Males
2020-01-18,New Brunswick,35,65 to 84 years,Females
2020-01-18,New Brunswick,65,85 years and over,Both sexes
2020-01-18,New Brunswick,25,85 years and over,Males
2020-01-18,New Brunswick,40,85 years and over,Females
2020-01-25,New Brunswick,150,all ages,Both sexes
2020-01-25,New Brunswick,80,all ages,Males
2020-01-25,New Brunswick,70,all ages,Females
2020-01-25,New Brunswick,0,0 to 44 years,Both sexes
2020-01-25,New Brunswick,5,0 to 44 years,Males
2020-01-25,New Brunswick,0,0 to 44 years,Females
2020-01-25,New Brunswick,15,45 to 64 years,Both sexes
2020-01-25,New Brunswick,10,45 to 64 years,Males
2020-01-25,New Brunswick,10,45 to 64 years,Females
2020-01-25,New Brunswick,80,65 to 84 years,Both sexes
2020-01-25,New Brunswick,50,65 to 84 years,Males
2020-01-25,New Brunswick,30,65 to 84 years,Females
2020-01-25,New Brunswick,45,85 years and over,Both sexes
2020-01-25,New Brunswick,15,85 years and over,Males
2020-01-25,New Brunswick,30,85 years and over,Females
2020-02-01,New Brunswick,140,all ages,Both sexes
2020-02-01,New Brunswick,60,all ages,Males
2020-02-01,New Brunswick,75,all ages,Females
2020-02-01,New Brunswick,0,0 to 44 years,Both sexes
2020-02-01,New Brunswick,0,0 to 44 years,Males
2020-02-01,New Brunswick,5,0 to 44 years,Females
2020-02-01,New Brunswick,20,45 to 64 years,Both sexes
2020-02-01,New Brunswick,5,45 to 64 years,Males
2020-02-01,New Brunswick,10,45 to 64 years,Females
2020-02-01,New Brunswick,65,65 to 84 years,Both sexes
2020-02-01,New Brunswick,35,65 to 84 years,Males
2020-02-01,New Brunswick,30,65 to 84 years,Females
2020-02-01,New Brunswick,55,85 years and over,Both sexes
2020-02-01,New Brunswick,15,85 years and over,Males
2020-02-01,New Brunswick,40,85 years and over,Females
2020-02-08,New Brunswick,165,all ages,Both sexes
2020-02-08,New Brunswick,95,all ages,Males
2020-02-08,New Brunswick,70,all ages,Females
2020-02-08,New Brunswick,10,0 to 44 years,Both sexes
2020-02-08,New Brunswick,5,0 to 44 years,Males
2020-02-08,New Brunswick,0,0 to 44 years,Females
2020-02-08,New Brunswick,25,45 to 64 years,Both sexes
2020-02-08,New Brunswick,15,45 to 64 years,Males
2020-02-08,New Brunswick,15,45 to 64 years,Females
2020-02-08,New Brunswick,80,65 to 84 years,Both sexes
2020-02-08,New Brunswick,50,65 to 84 years,Males
2020-02-08,New Brunswick,25,65 to 84 years,Females
2020-02-08,New Brunswick,55,85 years and over,Both sexes
2020-02-08,New Brunswick,20,85 years and over,Males
2020-02-08,New Brunswick,30,85 years and over,Females
2020-02-15,New Brunswick,135,all ages,Both sexes
2020-02-15,New Brunswick,70,all ages,Males
2020-02-15,New Brunswick,70,all ages,Females
2020-02-15,New Brunswick,5,0 to 44 years,Both sexes
2020-02-15,New Brunswick,0,0 to 44 years,Males
2020-02-15,New Brunswick,0,0 to 44 years,Females
2020-02-15,New Brunswick,10,45 to 64 years,Both sexes
2020-02-15,New Brunswick,10,45 to 64 years,Males
2020-02-15,New Brunswick,5,45 to 64 years,Females
2020-02-15,New Brunswick,70,65 to 84 years,Both sexes
2020-02-15,New Brunswick,35,65 to 84 years,Males
2020-02-15,New Brunswick,30,65 to 84 years,Females
2020-02-15,New Brunswick,50,85 years and over,Both sexes
2020-02-15,New Brunswick,25,85 years and over,Males
2020-02-15,New Brunswick,30,85 years and over,Females
2020-02-22,New Brunswick,150,all ages,Both sexes
2020-02-22,New Brunswick,75,all ages,Males
2020-02-22,New Brunswick,80,all ages,Females
2020-02-22,New Brunswick,5,0 to 44 years,Both sexes
2020-02-22,New Brunswick,5,0 to 44 years,Males
2020-02-22,New Brunswick,0,0 to 44 years,Females
2020-02-22,New Brunswick,15,45 to 64 years,Both sexes
2020-02-22,New Brunswick,5,45 to 64 years,Males
2020-02-22,New Brunswick,10,45 to 64 years,Females
2020-02-22,New Brunswick,90,65 to 84 years,Both sexes
2020-02-22,New Brunswick,40,65 to 84 years,Males
2020-02-22,New Brunswick,40,65 to 84 years,Females
2020-02-22,New Brunswick,40,85 years and over,Both sexes
2020-02-22,New Brunswick,15,85 years and over,Males
2020-02-22,New Brunswick,25,85 years and over,Females
2020-02-29,New Brunswick,150,all ages,Both sexes
2020-02-29,New Brunswick,65,all ages,Males
2020-02-29,New Brunswick,80,all ages,Females
2020-02-29,New Brunswick,0,0 to 44 years,Both sexes
2020-02-29,New Brunswick,0,0 to 44 years,Males
2020-02-29,New Brunswick,0,0 to 44 years,Females
2020-02-29,New Brunswick,15,45 to 64 years,Both sexes
2020-02-29,New Brunswick,10,45 to 64 years,Males
2020-02-29,New Brunswick,5,45 to 64 years,Females
2020-02-29,New Brunswick,65,65 to 84 years,Both sexes
2020-02-29,New Brunswick,35,65 to 84 years,Males
2020-02-29,New Brunswick,25,65 to 84 years,Females
2020-02-29,New Brunswick,70,85 years and over,Both sexes
2020-02-29,New Brunswick,15,85 years and over,Males
2020-02-29,New Brunswick,50,85 years and over,Females
2020-03-07,New Brunswick,145,all ages,Both sexes
2020-03-07,New Brunswick,60,all ages,Males
2020-03-07,New Brunswick,85,all ages,Females
2020-03-07,New Brunswick,10,0 to 44 years,Both sexes
2020-03-07,New Brunswick,0,0 to 44 years,Males
2020-03-07,New Brunswick,5,0 to 44 years,Females
2020-03-07,New Brunswick,25,45 to 64 years,Both sexes
2020-03-07,New Brunswick,10,45 to 64 years,Males
2020-03-07,New Brunswick,15,45 to 64 years,Females
2020-03-07,New Brunswick,75,65 to 84 years,Both sexes
2020-03-07,New Brunswick,35,65 to 84 years,Males
2020-03-07,New Brunswick,40,65 to 84 years,Females
2020-03-07,New Brunswick,40,85 years and over,Both sexes
2020-03-07,New Brunswick,20,85 years and over,Males
2020-03-07,New Brunswick,20,85 years and over,Females
2020-03-14,New Brunswick,130,all ages,Both sexes
2020-03-14,New Brunswick,70,all ages,Males
2020-03-14,New Brunswick,60,all ages,Females
2020-03-14,New Brunswick,10,0 to 44 years,Both sexes
2020-03-14,New Brunswick,5,0 to 44 years,Males
2020-03-14,New Brunswick,5,0 to 44 years,Females
2020-03-14,New Brunswick,15,45 to 64 years,Both sexes
2020-03-14,New Brunswick,10,45 to 64 years,Males
2020-03-14,New Brunswick,10,45 to 64 years,Females
2020-03-14,New Brunswick,60,65 to 84 years,Both sexes
2020-03-14,New Brunswick,50,65 to 84 years,Males
2020-03-14,New Brunswick,15,65 to 84 years,Females
2020-03-14,New Brunswick,50,85 years and over,Both sexes
2020-03-14,New Brunswick,15,85 years and over,Males
2020-03-14,New Brunswick,35,85 years and over,Females
2020-03-21,New Brunswick,145,all ages,Both sexes
2020-03-21,New Brunswick,70,all ages,Males
2020-03-21,New Brunswick,80,all ages,Females
2020-03-21,New Brunswick,5,0 to 44 years,Both sexes
2020-03-21,New Brunswick,0,0 to 44 years,Males
2020-03-21,New Brunswick,5,0 to 44 years,Females
2020-03-21,New Brunswick,20,45 to 64 years,Both sexes
2020-03-21,New Brunswick,10,45 to 64 years,Males
2020-03-21,New Brunswick,5,45 to 64 years,Females
2020-03-21,New Brunswick,70,65 to 84 years,Both sexes
2020-03-21,New Brunswick,35,65 to 84 years,Males
2020-03-21,New Brunswick,35,65 to 84 years,Females
2020-03-21,New Brunswick,50,85 years and over,Both sexes
2020-03-21,New Brunswick,20,85 years and over,Males
2020-03-21,New Brunswick,30,85 years and over,Females
2020-03-28,New Brunswick,150,all ages,Both sexes
2020-03-28,New Brunswick,75,all ages,Males
2020-03-28,New Brunswick,75,all ages,Females
2020-03-28,New Brunswick,0,0 to 44 years,Both sexes
2020-03-28,New Brunswick,0,0 to 44 years,Males
2020-03-28,New Brunswick,0,0 to 44 years,Females
2020-03-28,New Brunswick,15,45 to 64 years,Both sexes
2020-03-28,New Brunswick,5,45 to 64 years,Males
2020-03-28,New Brunswick,5,45 to 64 years,Females
2020-03-28,New Brunswick,75,65 to 84 years,Both sexes
2020-03-28,New Brunswick,50,65 to 84 years,Males
2020-03-28,New Brunswick,30,65 to 84 years,Females
2020-03-28,New Brunswick,55,85 years and over,Both sexes
2020-03-28,New Brunswick,20,85 years and over,Males
2020-03-28,New Brunswick,35,85 years and over,Females
2020-04-04,New Brunswick,145,all ages,Both sexes
2020-04-04,New Brunswick,70,all ages,Males
2020-04-04,New Brunswick,75,all ages,Females
2020-04-04,New Brunswick,5,0 to 44 years,Both sexes
2020-04-04,New Brunswick,0,0 to 44 years,Males
2020-04-04,New Brunswick,5,0 to 44 years,Females
2020-04-04,New Brunswick,30,45 to 64 years,Both sexes
2020-04-04,New Brunswick,15,45 to 64 years,Males
2020-04-04,New Brunswick,15,45 to 64 years,Females
2020-04-04,New Brunswick,60,65 to 84 years,Both sexes
2020-04-04,New Brunswick,40,65 to 84 years,Males
2020-04-04,New Brunswick,20,65 to 84 years,Females
2020-04-04,New Brunswick,50,85 years and over,Both sexes
2020-04-04,New Brunswick,10,85 years and over,Males
2020-04-04,New Brunswick,35,85 years and over,Females
2020-04-11,New Brunswick,135,all ages,Both sexes
2020-04-11,New Brunswick,70,all ages,Males
2020-04-11,New Brunswick,65,all ages,Females
2020-04-11,New Brunswick,5,0 to 44 years,Both sexes
2020-04-11,New Brunswick,5,0 to 44 years,Males
2020-04-11,New Brunswick,5,0 to 44 years,Females
2020-04-11,New Brunswick,20,45 to 64 years,Both sexes
2020-04-11,New Brunswick,15,45 to 64 years,Males
2020-04-11,New Brunswick,5,45 to 64 years,Females
2020-04-11,New Brunswick,65,65 to 84 years,Both sexes
2020-04-11,New Brunswick,30,65 to 84 years,Males
2020-04-11,New Brunswick,35,65 to 84 years,Females
2020-04-11,New Brunswick,50,85 years and over,Both sexes
2020-04-11,New Brunswick,25,85 years and over,Males
2020-04-11,New Brunswick,25,85 years and over,Females
2020-04-18,New Brunswick,145,all ages,Both sexes
2020-04-18,New Brunswick,75,all ages,Males
2020-04-18,New Brunswick,70,all ages,Females
2020-04-18,New Brunswick,5,0 to 44 years,Both sexes
2020-04-18,New Brunswick,0,0 to 44 years,Males
2020-04-18,New Brunswick,5,0 to 44 years,Females
2020-04-18,New Brunswick,25,45 to 64 years,Both sexes
2020-04-18,New Brunswick,15,45 to 64 years,Males
2020-04-18,New Brunswick,10,45 to 64 years,Females
2020-04-18,New Brunswick,60,65 to 84 years,Both sexes
2020-04-18,New Brunswick,35,65 to 84 years,Males
2020-04-18,New Brunswick,25,65 to 84 years,Females
2020-04-18,New Brunswick,60,85 years and over,Both sexes
2020-04-18,New Brunswick,20,85 years and over,Males
2020-04-18,New Brunswick,35,85 years and over,Females
2020-04-25,New Brunswick,160,all ages,Both sexes
2020-04-25,New Brunswick,90,all ages,Males
2020-04-25,New Brunswick,70,all ages,Females
2020-04-25,New Brunswick,10,0 to 44 years,Both sexes
2020-04-25,New Brunswick,0,0 to 44 years,Males
2020-04-25,New Brunswick,0,0 to 44 years,Females
2020-04-25,New Brunswick,20,45 to 64 years,Both sexes
2020-04-25,New Brunswick,15,45 to 64 years,Males
2020-04-25,New Brunswick,5,45 to 64 years,Females
2020-04-25,New Brunswick,75,65 to 84 years,Both sexes
2020-04-25,New Brunswick,45,65 to 84 years,Males
2020-04-25,New Brunswick,20,65 to 84 years,Females
2020-04-25,New Brunswick,65,85 years and over,Both sexes
2020-04-25,New Brunswick,25,85 years and over,Males
2020-04-25,New Brunswick,40,85 years and over,Females
2020-05-02,New Brunswick,140,all ages,Both sexes
2020-05-02,New Brunswick,80,all ages,Males
2020-05-02,New Brunswick,60,all ages,Females
2020-05-02,New Brunswick,10,0 to 44 years,Both sexes
2020-05-02,New Brunswick,10,0 to 44 years,Males
2020-05-02,New Brunswick,0,0 to 44 years,Females
2020-05-02,New Brunswick,30,45 to 64 years,Both sexes
2020-05-02,New Brunswick,20,45 to 64 years,Males
2020-05-02,New Brunswick,15,45 to 64 years,Females
2020-05-02,New Brunswick,45,65 to 84 years,Both sexes
2020-05-02,New Brunswick,30,65 to 84 years,Males
2020-05-02,New Brunswick,15,65 to 84 years,Females
2020-05-02,New Brunswick,60,85 years and over,Both sexes
2020-05-02,New Brunswick,25,85 years and over,Males
2020-05-02,New Brunswick,35,85 years and over,Females
2020-05-09,New Brunswick,145,all ages,Both sexes
2020-05-09,New Brunswick,80,all ages,Males
2020-05-09,New Brunswick,70,all ages,Females
2020-05-09,New Brunswick,5,0 to 44 years,Both sexes
2020-05-09,New Brunswick,5,0 to 44 years,Males
2020-05-09,New Brunswick,5,0 to 44 years,Females
2020-05-09,New Brunswick,25,45 to 64 years,Both sexes
2020-05-09,New Brunswick,10,45 to 64 years,Males
2020-05-09,New Brunswick,10,45 to 64 years,Females
2020-05-09,New Brunswick,75,65 to 84 years,Both sexes
2020-05-09,New Brunswick,50,65 to 84 years,Males
2020-05-09,New Brunswick,25,65 to 84 years,Females
2020-05-09,New Brunswick,45,85 years and over,Both sexes
2020-05-09,New Brunswick,20,85 years and over,Males
2020-05-09,New Brunswick,30,85 years and over,Females
2020-05-16,New Brunswick,150,all ages,Both sexes
2020-05-16,New Brunswick,90,all ages,Males
2020-05-16,New Brunswick,60,all ages,Females
2020-05-16,New Brunswick,5,0 to 44 years,Both sexes
2020-05-16,New Brunswick,0,0 to 44 years,Males
2020-05-16,New Brunswick,5,0 to 44 years,Females
2020-05-16,New Brunswick,30,45 to 64 years,Both sexes
2020-05-16,New Brunswick,20,45 to 64 years,Males
2020-05-16,New Brunswick,5,45 to 64 years,Females
2020-05-16,New Brunswick,70,65 to 84 years,Both sexes
2020-05-16,New Brunswick,40,65 to 84 years,Males
2020-05-16,New Brunswick,30,65 to 84 years,Females
2020-05-16,New Brunswick,45,85 years and over,Both sexes
2020-05-16,New Brunswick,25,85 years and over,Males
2020-05-16,New Brunswick,20,85 years and over,Females
2020-05-23,New Brunswick,140,all ages,Both sexes
2020-05-23,New Brunswick,70,all ages,Males
2020-05-23,New Brunswick,70,all ages,Females
2020-05-23,New Brunswick,5,0 to 44 years,Both sexes
2020-05-23,New Brunswick,5,0 to 44 years,Males
2020-05-23,New Brunswick,0,0 to 44 years,Females
2020-05-23,New Brunswick,25,45 to 64 years,Both sexes
2020-05-23,New Brunswick,15,45 to 64 years,Males
2020-05-23,New Brunswick,10,45 to 64 years,Females
2020-05-23,New Brunswick,65,65 to 84 years,Both sexes
2020-05-23,New Brunswick,35,65 to 84 years,Males
2020-05-23,New Brunswick,30,65 to 84 years,Females
2020-05-23,New Brunswick,50,85 years and over,Both sexes
2020-05-23,New Brunswick,20,85 years and over,Males
2020-05-23,New Brunswick,30,85 years and over,Females
2020-05-30,New Brunswick,140,all ages,Both sexes
2020-05-30,New Brunswick,75,all ages,Males
2020-05-30,New Brunswick,60,all ages,Females
2020-05-30,New Brunswick,5,0 to 44 years,Both sexes
2020-05-30,New Brunswick,5,0 to 44 years,Males
2020-05-30,New Brunswick,0,0 to 44 years,Females
2020-05-30,New Brunswick,25,45 to 64 years,Both sexes
2020-05-30,New Brunswick,15,45 to 64 years,Males
2020-05-30,New Brunswick,10,45 to 64 years,Females
2020-05-30,New Brunswick,70,65 to 84 years,Both sexes
2020-05-30,New Brunswick,35,65 to 84 years,Males
2020-05-30,New Brunswick,35,65 to 84 years,Females
2020-05-30,New Brunswick,35,85 years and over,Both sexes
2020-05-30,New Brunswick,20,85 years and over,Males
2020-05-30,New Brunswick,20,85 years and over,Females
2020-06-06,New Brunswick,135,all ages,Both sexes
2020-06-06,New Brunswick,55,all ages,Males
2020-06-06,New Brunswick,75,all ages,Females
2020-06-06,New Brunswick,5,0 to 44 years,Both sexes
2020-06-06,New Brunswick,0,0 to 44 years,Males
2020-06-06,New Brunswick,0,0 to 44 years,Females
2020-06-06,New Brunswick,20,45 to 64 years,Both sexes
2020-06-06,New Brunswick,10,45 to 64 years,Males
2020-06-06,New Brunswick,10,45 to 64 years,Females
2020-06-06,New Brunswick,60,65 to 84 years,Both sexes
2020-06-06,New Brunswick,30,65 to 84 years,Males
2020-06-06,New Brunswick,30,65 to 84 years,Females
2020-06-06,New Brunswick,55,85 years and over,Both sexes
2020-06-06,New Brunswick,15,85 years and over,Males
2020-06-06,New Brunswick,35,85 years and over,Females
2020-06-13,New Brunswick,110,all ages,Both sexes
2020-06-13,New Brunswick,60,all ages,Males
2020-06-13,New Brunswick,50,all ages,Females
2020-06-13,New Brunswick,0,0 to 44 years,Both sexes
2020-06-13,New Brunswick,0,0 to 44 years,Males
2020-06-13,New Brunswick,0,0 to 44 years,Females
2020-06-13,New Brunswick,25,45 to 64 years,Both sexes
2020-06-13,New Brunswick,15,45 to 64 years,Males
2020-06-13,New Brunswick,10,45 to 64 years,Females
2020-06-13,New Brunswick,50,65 to 84 years,Both sexes
2020-06-13,New Brunswick,30,65 to 84 years,Males
2020-06-13,New Brunswick,25,65 to 84 years,Females
2020-06-13,New Brunswick,35,85 years and over,Both sexes
2020-06-13,New Brunswick,15,85 years and over,Males
2020-06-13,New Brunswick,20,85 years and over,Females
2020-06-20,New Brunswick,145,all ages,Both sexes
2020-06-20,New Brunswick,75,all ages,Males
2020-06-20,New Brunswick,70,all ages,Females
2020-06-20,New Brunswick,5,0 to 44 years,Both sexes
2020-06-20,New Brunswick,5,0 to 44 years,Males
2020-06-20,New Brunswick,0,0 to 44 years,Females
2020-06-20,New Brunswick,15,45 to 64 years,Both sexes
2020-06-20,New Brunswick,10,45 to 64 years,Males
2020-06-20,New Brunswick,5,45 to 64 years,Females
2020-06-20,New Brunswick,80,65 to 84 years,Both sexes
2020-06-20,New Brunswick,40,65 to 84 years,Males
2020-06-20,New Brunswick,40,65 to 84 years,Females
2020-06-20,New Brunswick,40,85 years and over,Both sexes
2020-06-20,New Brunswick,15,85 years and over,Males
2020-06-20,New Brunswick,25,85 years and over,Females
2020-06-27,New Brunswick,130,all ages,Both sexes
2020-06-27,New Brunswick,70,all ages,Males
2020-06-27,New Brunswick,65,all ages,Females
2020-06-27,New Brunswick,10,0 to 44 years,Both sexes
2020-06-27,New Brunswick,5,0 to 44 years,Males
2020-06-27,New Brunswick,0,0 to 44 years,Females
2020-06-27,New Brunswick,25,45 to 64 years,Both sexes
2020-06-27,New Brunswick,20,45 to 64 years,Males
2020-06-27,New Brunswick,10,45 to 64 years,Females
2020-06-27,New Brunswick,55,65 to 84 years,Both sexes
2020-06-27,New Brunswick,25,65 to 84 years,Males
2020-06-27,New Brunswick,30,65 to 84 years,Females
2020-06-27,New Brunswick,45,85 years and over,Both sexes
2020-06-27,New Brunswick,15,85 years and over,Males
2020-06-27,New Brunswick,25,85 years and over,Females
2020-07-04,New Brunswick,125,all ages,Both sexes
2020-07-04,New Brunswick,75,all ages,Males
2020-07-04,New Brunswick,55,all ages,Females
2020-07-04,New Brunswick,0,0 to 44 years,Both sexes
2020-07-04,New Brunswick,5,0 to 44 years,Males
2020-07-04,New Brunswick,0,0 to 44 years,Females
2020-07-04,New Brunswick,20,45 to 64 years,Both sexes
2020-07-04,New Brunswick,10,45 to 64 years,Males
2020-07-04,New Brunswick,5,45 to 64 years,Females
2020-07-04,New Brunswick,65,65 to 84 years,Both sexes
2020-07-04,New Brunswick,40,65 to 84 years,Males
2020-07-04,New Brunswick,25,65 to 84 years,Females
2020-07-04,New Brunswick,40,85 years and over,Both sexes
2020-07-04,New Brunswick,15,85 years and over,Males
2020-07-04,New Brunswick,25,85 years and over,Females
2020-07-11,New Brunswick,145,all ages,Both sexes
2020-07-11,New Brunswick,75,all ages,Males
2020-07-11,New Brunswick,75,all ages,Females
2020-07-11,New Brunswick,5,0 to 44 years,Both sexes
2020-07-11,New Brunswick,5,0 to 44 years,Males
2020-07-11,New Brunswick,0,0 to 44 years,Females
2020-07-11,New Brunswick,20,45 to 64 years,Both sexes
2020-07-11,New Brunswick,10,45 to 64 years,Males
2020-07-11,New Brunswick,15,45 to 64 years,Females
2020-07-11,New Brunswick,60,65 to 84 years,Both sexes
2020-07-11,New Brunswick,40,65 to 84 years,Males
2020-07-11,New Brunswick,25,65 to 84 years,Females
2020-07-11,New Brunswick,60,85 years and over,Both sexes
2020-07-11,New Brunswick,20,85 years and over,Males
2020-07-11,New Brunswick,35,85 years and over,Females
2020-07-18,New Brunswick,130,all ages,Both sexes
2020-07-18,New Brunswick,80,all ages,Males
2020-07-18,New Brunswick,55,all ages,Females
2020-07-18,New Brunswick,10,0 to 44 years,Both sexes
2020-07-18,New Brunswick,5,0 to 44 years,Males
2020-07-18,New Brunswick,5,0 to 44 years,Females
2020-07-18,New Brunswick,15,45 to 64 years,Both sexes
2020-07-18,New Brunswick,10,45 to 64 years,Males
2020-07-18,New Brunswick,5,45 to 64 years,Females
2020-07-18,New Brunswick,70,65 to 84 years,Both sexes
2020-07-18,New Brunswick,45,65 to 84 years,Males
2020-07-18,New Brunswick,30,65 to 84 years,Females
2020-07-18,New Brunswick,35,85 years and over,Both sexes
2020-07-18,New Brunswick,20,85 years and over,Males
2020-07-18,New Brunswick,15,85 years and over,Females
2020-07-25,New Brunswick,120,all ages,Both sexes
2020-07-25,New Brunswick,65,all ages,Males
2020-07-25,New Brunswick,55,all ages,Females
2020-07-25,New Brunswick,5,0 to 44 years,Both sexes
2020-07-25,New Brunswick,5,0 to 44 years,Males
2020-07-25,New Brunswick,0,0 to 44 years,Females
2020-07-25,New Brunswick,15,45 to 64 years,Both sexes
2020-07-25,New Brunswick,10,45 to 64 years,Males
2020-07-25,New Brunswick,5,45 to 64 years,Females
2020-07-25,New Brunswick,65,65 to 84 years,Both sexes
2020-07-25,New Brunswick,35,65 to 84 years,Males
2020-07-25,New Brunswick,25,65 to 84 years,Females
2020-07-25,New Brunswick,35,85 years and over,Both sexes
2020-07-25,New Brunswick,20,85 years and over,Males
2020-07-25,New Brunswick,20,85 years and over,Females
2020-08-01,New Brunswick,130,all ages,Both sexes
2020-08-01,New Brunswick,60,all ages,Males
2020-08-01,New Brunswick,70,all ages,Females
2020-08-01,New Brunswick,5,0 to 44 years,Both sexes
2020-08-01,New Brunswick,5,0 to 44 years,Males
2020-08-01,New Brunswick,0,0 to 44 years,Females
2020-08-01,New Brunswick,20,45 to 64 years,Both sexes
2020-08-01,New Brunswick,15,45 to 64 years,Males
2020-08-01,New Brunswick,10,45 to 64 years,Females
2020-08-01,New Brunswick,60,65 to 84 years,Both sexes
2020-08-01,New Brunswick,35,65 to 84 years,Males
2020-08-01,New Brunswick,30,65 to 84 years,Females
2020-08-01,New Brunswick,45,85 years and over,Both sexes
2020-08-01,New Brunswick,15,85 years and over,Males
2020-08-01,New Brunswick,25,85 years and over,Females
2020-08-08,New Brunswick,140,all ages,Both sexes
2020-08-08,New Brunswick,75,all ages,Males
2020-08-08,New Brunswick,65,all ages,Females
2020-08-08,New Brunswick,5,0 to 44 years,Both sexes
2020-08-08,New Brunswick,5,0 to 44 years,Males
2020-08-08,New Brunswick,0,0 to 44 years,Females
2020-08-08,New Brunswick,30,45 to 64 years,Both sexes
2020-08-08,New Brunswick,15,45 to 64 years,Males
2020-08-08,New Brunswick,10,45 to 64 years,Females
2020-08-08,New Brunswick,65,65 to 84 years,Both sexes
2020-08-08,New Brunswick,35,65 to 84 years,Males
2020-08-08,New Brunswick,30,65 to 84 years,Females
2020-08-08,New Brunswick,40,85 years and over,Both sexes
2020-08-08,New Brunswick,15,85 years and over,Males
2020-08-08,New Brunswick,30,85 years and over,Females
2020-08-15,New Brunswick,155,all ages,Both sexes
2020-08-15,New Brunswick,80,all ages,Males
2020-08-15,New Brunswick,70,all ages,Females
2020-08-15,New Brunswick,10,0 to 44 years,Both sexes
2020-08-15,New Brunswick,5,0 to 44 years,Males
2020-08-15,New Brunswick,5,0 to 44 years,Females
2020-08-15,New Brunswick,20,45 to 64 years,Both sexes
2020-08-15,New Brunswick,15,45 to 64 years,Males
2020-08-15,New Brunswick,5,45 to 64 years,Females
2020-08-15,New Brunswick,80,65 to 84 years,Both sexes
2020-08-15,New Brunswick,40,65 to 84 years,Males
2020-08-15,New Brunswick,40,65 to 84 years,Females
2020-08-15,New Brunswick,40,85 years and over,Both sexes
2020-08-15,New Brunswick,20,85 years and over,Males
2020-08-15,New Brunswick,20,85 years and over,Females
2020-08-22,New Brunswick,125,all ages,Both sexes
2020-08-22,New Brunswick,55,all ages,Males
2020-08-22,New Brunswick,70,all ages,Females
2020-08-22,New Brunswick,5,0 to 44 years,Both sexes
2020-08-22,New Brunswick,0,0 to 44 years,Males
2020-08-22,New Brunswick,5,0 to 44 years,Females
2020-08-22,New Brunswick,25,45 to 64 years,Both sexes
2020-08-22,New Brunswick,10,45 to 64 years,Males
2020-08-22,New Brunswick,10,45 to 64 years,Females
2020-08-22,New Brunswick,55,65 to 84 years,Both sexes
2020-08-22,New Brunswick,25,65 to 84 years,Males
2020-08-22,New Brunswick,30,65 to 84 years,Females
2020-08-22,New Brunswick,40,85 years and over,Both sexes
2020-08-22,New Brunswick,15,85 years and over,Males
2020-08-22,New Brunswick,25,85 years and over,Females
2020-08-29,New Brunswick,150,all ages,Both sexes
2020-08-29,New Brunswick,70,all ages,Males
2020-08-29,New Brunswick,75,all ages,Females
2020-08-29,New Brunswick,0,0 to 44 years,Both sexes
2020-08-29,New Brunswick,0,0 to 44 years,Males
2020-08-29,New Brunswick,0,0 to 44 years,Females
2020-08-29,New Brunswick,25,45 to 64 years,Both sexes
2020-08-29,New Brunswick,15,45 to 64 years,Males
2020-08-29,New Brunswick,15,45 to 64 years,Females
2020-08-29,New Brunswick,70,65 to 84 years,Both sexes
2020-08-29,New Brunswick,45,65 to 84 years,Males
2020-08-29,New Brunswick,30,65 to 84 years,Females
