Date,GEO,value,Age,Sex
2019-05-04,New Brunswick,0,0 to 44 years,Females
2019-05-04,New Brunswick,30,45 to 64 years,Both sexes
2019-05-04,New Brunswick,10,45 to 64 years,Males
2019-05-04,New Brunswick,10,45 to 64 years,Females
2019-05-04,New Brunswick,60,65 to 84 years,Both sexes
2019-05-04,New Brunswick,35,65 to 84 years,Males
2019-05-04,New Brunswick,25,65 to 84 years,Females
2019-05-04,New Brunswick,50,85 years and over,Both sexes
2019-05-04,New Brunswick,10,85 years and over,Males
2019-05-04,New Brunswick,30,85 years and over,Females
2019-05-11,New Brunswick,175,all ages,Both sexes
2019-05-11,New Brunswick,90,all ages,Males
2019-05-11,New Brunswick,85,all ages,Females
2019-05-11,New Brunswick,10,0 to 44 years,Both sexes
2019-05-11,New Brunswick,0,0 to 44 years,Males
2019-05-11,New Brunswick,0,0 to 44 years,Females
2019-05-11,New Brunswick,20,45 to 64 years,Both sexes
2019-05-11,New Brunswick,10,45 to 64 years,Males
2019-05-11,New Brunswick,10,45 to 64 years,Females
2019-05-11,New Brunswick,85,65 to 84 years,Both sexes
2019-05-11,New Brunswick,50,65 to 84 years,Males
2019-05-11,New Brunswick,35,65 to 84 years,Females
2019-05-11,New Brunswick,65,85 years and over,Both sexes
2019-05-11,New Brunswick,25,85 years and over,Males
2019-05-11,New Brunswick,35,85 years and over,Females
2019-05-18,New Brunswick,150,all ages,Both sexes
2019-05-18,New Brunswick,80,all ages,Males
2019-05-18,New Brunswick,70,all ages,Females
2019-05-18,New Brunswick,5,0 to 44 years,Both sexes
2019-05-18,New Brunswick,0,0 to 44 years,Males
2019-05-18,New Brunswick,0,0 to 44 years,Females
2019-05-18,New Brunswick,15,45 to 64 years,Both sexes
2019-05-18,New Brunswick,10,45 to 64 years,Males
2019-05-18,New Brunswick,0,45 to 64 years,Females
2019-05-18,New Brunswick,85,65 to 84 years,Both sexes
2019-05-18,New Brunswick,50,65 to 84 years,Males
2019-05-18,New Brunswick,35,65 to 84 years,Females
2019-05-18,New Brunswick,50,85 years and over,Both sexes
2019-05-18,New Brunswick,20,85 years and over,Males
2019-05-18,New Brunswick,25,85 years and over,Females
2019-05-25,New Brunswick,145,all ages,Both sexes
2019-05-25,New Brunswick,85,all ages,Males
2019-05-25,New Brunswick,65,all ages,Females
2019-05-25,New Brunswick,0,0 to 44 years,Both sexes
2019-05-25,New Brunswick,0,0 to 44 years,Males
2019-05-25,New Brunswick,0,0 to 44 years,Females
2019-05-25,New Brunswick,20,45 to 64 years,Both sexes
2019-05-25,New Brunswick,15,45 to 64 years,Males
2019-05-25,New Brunswick,5,45 to 64 years,Females
2019-05-25,New Brunswick,75,65 to 84 years,Both sexes
2019-05-25,New Brunswick,45,65 to 84 years,Males
2019-05-25,New Brunswick,30,65 to 84 years,Females
2019-05-25,New Brunswick,50,85 years and over,Both sexes
2019-05-25,New Brunswick,20,85 years and over,Males
2019-05-25,New Brunswick,35,85 years and over,Females
2019-06-01,New Brunswick,150,all ages,Both sexes
2019-06-01,New Brunswick,80,all ages,Males
2019-06-01,New Brunswick,65,all ages,Females
2019-06-01,New Brunswick,10,0 to 44 years,Both sexes
2019-06-01,New Brunswick,10,0 to 44 years,Males
2019-06-01,New Brunswick,0,0 to 44 years,Females
2019-06-01,New Brunswick,20,45 to 64 years,Both sexes
2019-06-01,New Brunswick,10,45 to 64 years,Males
2019-06-01,New Brunswick,10,45 to 64 years,Females
2019-06-01,New Brunswick,70,65 to 84 years,Both sexes
2019-06-01,New Brunswick,45,65 to 84 years,Males
2019-06-01,New Brunswick,30,65 to 84 years,Females
2019-06-01,New Brunswick,50,85 years and over,Both sexes
2019-06-01,New Brunswick,15,85 years and over,Males
2019-06-01,New Brunswick,35,85 years and over,Females
2019-06-08,New Brunswick,140,all ages,Both sexes
2019-06-08,New Brunswick,75,all ages,Males
2019-06-08,New Brunswick,65,all ages,Females
2019-06-08,New Brunswick,5,0 to 44 years,Both sexes
2019-06-08,New Brunswick,5,0 to 44 years,Males
2019-06-08,New Brunswick,0,0 to 44 years,Females
2019-06-08,New Brunswick,25,45 to 64 years,Both sexes
2019-06-08,New Brunswick,15,45 to 64 years,Males
2019-06-08,New Brunswick,15,45 to 64 years,Females
2019-06-08,New Brunswick,65,65 to 84 years,Both sexes
2019-06-08,New Brunswick,40,65 to 84 years,Males
2019-06-08,New Brunswick,25,65 to 84 years,Females
2019-06-08,New Brunswick,45,85 years and over,Both sexes
2019-06-08,New Brunswick,20,85 years and over,Males
2019-06-08,New Brunswick,30,85 years and over,Females
2019-06-15,New Brunswick,130,all ages,Both sexes
2019-06-15,New Brunswick,60,all ages,Males
2019-06-15,New Brunswick,70,all ages,Females
2019-06-15,New Brunswick,5,0 to 44 years,Both sexes
2019-06-15,New Brunswick,5,0 to 44 years,Males
2019-06-15,New Brunswick,0,0 to 44 years,Females
2019-06-15,New Brunswick,20,45 to 64 years,Both sexes
2019-06-15,New Brunswick,10,45 to 64 years,Males
2019-06-15,New Brunswick,10,45 to 64 years,Females
2019-06-15,New Brunswick,60,65 to 84 years,Both sexes
2019-06-15,New Brunswick,35,65 to 84 years,Males
2019-06-15,New Brunswick,30,65 to 84 years,Females
2019-06-15,New Brunswick,50,85 years and over,Both sexes
2019-06-15,New Brunswick,20,85 years and over,Males
2019-06-15,New Brunswick,30,85 years and over,Females
2019-06-22,New Brunswick,135,all ages,Both sexes
2019-06-22,New Brunswick,75,all ages,Males
2019-06-22,New Brunswick,65,all ages,Females
2019-06-22,New Brunswick,5,0 to 44 years,Both sexes
2019-06-22,New Brunswick,5,0 to 44 years,Males
2019-06-22,New Brunswick,0,0 to 44 years,Females
2019-06-22,New Brunswick,20,45 to 64 years,Both sexes
2019-06-22,New Brunswick,15,45 to 64 years,Males
2019-06-22,New Brunswick,5,45 to 64 years,Females
2019-06-22,New Brunswick,70,65 to 84 years,Both sexes
2019-06-22,New Brunswick,35,65 to 84 years,Males
2019-06-22,New Brunswick,35,65 to 84 years,Females
2019-06-22,New Brunswick,45,85 years and over,Both sexes
2019-06-22,New Brunswick,20,85 years and over,Males
2019-06-22,New Brunswick,25,85 years and over,Females
2019-06-29,New Brunswick,135,all ages,Both sexes
2019-06-29,New Brunswick,85,all ages,Males
2019-06-29,New Brunswick,50,all ages,Females
2019-06-29,New Brunswick,10,0 to 44 years,Both sexes
2019-06-29,New Brunswick,5,0 to 44 years,Males
2019-06-29,New Brunswick,0,0 to 44 years,Females
2019-06-29,New Brunswick,20,45 to 64 years,Both sexes
2019-06-29,New Brunswick,15,45 to 64 years,Males
2019-06-29,New Brunswick,5,45 to 64 years,Females
2019-06-29,New Brunswick,65,65 to 84 years,Both sexes
2019-06-29,New Brunswick,40,65 to 84 years,Males
2019-06-29,New Brunswick,20,65 to 84 years,Females
2019-06-29,New Brunswick,40,85 years and over,Both sexes
2019-06-29,New Brunswick,25,85 years and over,Males
2019-06-29,New Brunswick,20,85 years and over,Females
2019-07-06,New Brunswick,135,all ages,Both sexes
2019-07-06,New Brunswick,60,all ages,Males
2019-07-06,New Brunswick,65,all ages,Females
2019-07-06,New Brunswick,5,0 to 44 years,Both sexes
2019-07-06,New Brunswick,5,0 to 44 years,Males
2019-07-06,New Brunswick,0,0 to 44 years,Females
2019-07-06,New Brunswick,15,45 to 64 years,Both sexes
2019-07-06,New Brunswick,10,45 to 64 years,Males
2019-07-06,New Brunswick,5,45 to 64 years,Females
2019-07-06,New Brunswick,65,65 to 84 years,Both sexes
2019-07-06,New Brunswick,35,65 to 84 years,Males
2019-07-06,New Brunswick,30,65 to 84 years,Females
2019-07-06,New Brunswick,50,85 years and over,Both sexes
2019-07-06,New Brunswick,15,85 years and over,Males
2019-07-06,New Brunswick,35,85 years and over,Females
2019-07-13,New Brunswick,145,all ages,Both sexes
2019-07-13,New Brunswick,80,all ages,Males
2019-07-13,New Brunswick,65,all ages,Females
2019-07-13,New Brunswick,5,0 to 44 years,Both sexes
2019-07-13,New Brunswick,0,0 to 44 years,Males
2019-07-13,New Brunswick,0,0 to 44 years,Females
2019-07-13,New Brunswick,15,45 to 64 years,Both sexes
2019-07-13,New Brunswick,15,45 to 64 years,Males
2019-07-13,New Brunswick,10,45 to 64 years,Females
2019-07-13,New Brunswick,70,65 to 84 years,Both sexes
2019-07-13,New Brunswick,40,65 to 84 years,Males
2019-07-13,New Brunswick,30,65 to 84 years,Females
2019-07-13,New Brunswick,50,85 years and over,Both sexes
2019-07-13,New Brunswick,25,85 years and over,Males
2019-07-13,New Brunswick,25,85 years and over,Females
2019-07-20,New Brunswick,135,all ages,Both sexes
2019-07-20,New Brunswick,80,all ages,Males
2019-07-20,New Brunswick,55,all ages,Females
2019-07-20,New Brunswick,5,0 to 44 years,Both sexes
2019-07-20,New Brunswick,5,0 to 44 years,Males
2019-07-20,New Brunswick,5,0 to 44 years,Females
2019-07-20,New Brunswick,15,45 to 64 years,Both sexes
2019-07-20,New Brunswick,10,45 to 64 years,Males
2019-07-20,New Brunswick,5,45 to 64 years,Females
2019-07-20,New Brunswick,65,65 to 84 years,Both sexes
2019-07-20,New Brunswick,45,65 to 84 years,Males
2019-07-20,New Brunswick,20,65 to 84 years,Females
2019-07-20,New Brunswick,50,85 years and over,Both sexes
2019-07-20,New Brunswick,20,85 years and over,Males
2019-07-20,New Brunswick,30,85 years and over,Females
2019-07-27,New Brunswick,135,all ages,Both sexes
2019-07-27,New Brunswick,65,all ages,Males
2019-07-27,New Brunswick,70,all ages,Females
2019-07-27,New Brunswick,5,0 to 44 years,Both sexes
2019-07-27,New Brunswick,5,0 to 44 years,Males
2019-07-27,New Brunswick,0,0 to 44 years,Females
2019-07-27,New Brunswick,20,45 to 64 years,Both sexes
2019-07-27,New Brunswick,10,45 to 64 years,Males
2019-07-27,New Brunswick,10,45 to 64 years,Females
2019-07-27,New Brunswick,65,65 to 84 years,Both sexes
2019-07-27,New Brunswick,40,65 to 84 years,Males
2019-07-27,New Brunswick,25,65 to 84 years,Females
2019-07-27,New Brunswick,45,85 years and over,Both sexes
2019-07-27,New Brunswick,10,85 years and over,Males
2019-07-27,New Brunswick,30,85 years and over,Females
2019-08-03,New Brunswick,150,all ages,Both sexes
2019-08-03,New Brunswick,65,all ages,Males
2019-08-03,New Brunswick,85,all ages,Females
2019-08-03,New Brunswick,10,0 to 44 years,Both sexes
2019-08-03,New Brunswick,5,0 to 44 years,Males
2019-08-03,New Brunswick,5,0 to 44 years,Females
2019-08-03,New Brunswick,20,45 to 64 years,Both sexes
2019-08-03,New Brunswick,5,45 to 64 years,Males
2019-08-03,New Brunswick,10,45 to 64 years,Females
2019-08-03,New Brunswick,70,65 to 84 years,Both sexes
2019-08-03,New Brunswick,35,65 to 84 years,Males
2019-08-03,New Brunswick,40,65 to 84 years,Females
2019-08-03,New Brunswick,55,85 years and over,Both sexes
2019-08-03,New Brunswick,20,85 years and over,Males
2019-08-03,New Brunswick,35,85 years and over,Females
2019-08-10,New Brunswick,145,all ages,Both sexes
2019-08-10,New Brunswick,65,all ages,Males
2019-08-10,New Brunswick,80,all ages,Females
2019-08-10,New Brunswick,15,0 to 44 years,Both sexes
2019-08-10,New Brunswick,10,0 to 44 years,Males
2019-08-10,New Brunswick,5,0 to 44 years,Females
2019-08-10,New Brunswick,20,45 to 64 years,Both sexes
2019-08-10,New Brunswick,10,45 to 64 years,Males
2019-08-10,New Brunswick,10,45 to 64 years,Females
2019-08-10,New Brunswick,80,65 to 84 years,Both sexes
2019-08-10,New Brunswick,35,65 to 84 years,Males
2019-08-10,New Brunswick,40,65 to 84 years,Females
2019-08-10,New Brunswick,35,85 years and over,Both sexes
2019-08-10,New Brunswick,10,85 years and over,Males
2019-08-10,New Brunswick,30,85 years and over,Females
2019-08-17,New Brunswick,150,all ages,Both sexes
2019-08-17,New Brunswick,75,all ages,Males
2019-08-17,New Brunswick,75,all ages,Females
2019-08-17,New Brunswick,5,0 to 44 years,Both sexes
2019-08-17,New Brunswick,5,0 to 44 years,Males
2019-08-17,New Brunswick,0,0 to 44 years,Females
2019-08-17,New Brunswick,20,45 to 64 years,Both sexes
2019-08-17,New Brunswick,10,45 to 64 years,Males
2019-08-17,New Brunswick,5,45 to 64 years,Females
2019-08-17,New Brunswick,65,65 to 84 years,Both sexes
2019-08-17,New Brunswick,35,65 to 84 years,Males
2019-08-17,New Brunswick,30,65 to 84 years,Females
2019-08-17,New Brunswick,65,85 years and over,Both sexes
2019-08-17,New Brunswick,30,85 years and over,Males
2019-08-17,New Brunswick,35,85 years and over,Females
2019-08-24,New Brunswick,145,all ages,Both sexes
2019-08-24,New Brunswick,90,all ages,Males
2019-08-24,New Brunswick,60,all ages,Females
2019-08-24,New Brunswick,5,0 to 44 years,Both sexes
2019-08-24,New Brunswick,5,0 to 44 years,Males
2019-08-24,New Brunswick,0,0 to 44 years,Females
2019-08-24,New Brunswick,15,45 to 64 years,Both sexes
2019-08-24,New Brunswick,10,45 to 64 years,Males
2019-08-24,New Brunswick,5,45 to 64 years,Females
2019-08-24,New Brunswick,65,65 to 84 years,Both sexes
2019-08-24,New Brunswick,40,65 to 84 years,Males
2019-08-24,New Brunswick,25,65 to 84 years,Females
2019-08-24,New Brunswick,60,85 years and over,Both sexes
2019-08-24,New Brunswick,35,85 years and over,Males
2019-08-24,New Brunswick,25,85 years and over,Females
2019-08-31,New Brunswick,135,all ages,Both sexes
2019-08-31,New Brunswick,55,all ages,Males
2019-08-31,New Brunswick,70,all ages,Females
2019-08-31,New Brunswick,5,0 to 44 years,Both sexes
2019-08-31,New Brunswick,5,0 to 44 years,Males
2019-08-31,New Brunswick,0,0 to 44 years,Females
2019-08-31,New Brunswick,15,45 to 64 years,Both sexes
2019-08-31,New Brunswick,10,45 to 64 years,Males
2019-08-31,New Brunswick,10,45 to 64 years,Females
2019-08-31,New Brunswick,55,65 to 84 years,Both sexes
2019-08-31,New Brunswick,30,65 to 84 years,Males
2019-08-31,New Brunswick,25,65 to 84 years,Females
2019-08-31,New Brunswick,50,85 years and over,Both sexes
2019-08-31,New Brunswick,10,85 years and over,Males
2019-08-31,New Brunswick,35,85 years and over,Females
2019-09-07,New Brunswick,145,all ages,Both sexes
2019-09-07,New Brunswick,65,all ages,Males
2019-09-07,New Brunswick,80,all ages,Females
2019-09-07,New Brunswick,10,0 to 44 years,Both sexes
2019-09-07,New Brunswick,5,0 to 44 years,Males
2019-09-07,New Brunswick,5,0 to 44 years,Females
2019-09-07,New Brunswick,10,45 to 64 years,Both sexes
2019-09-07,New Brunswick,10,45 to 64 years,Males
2019-09-07,New Brunswick,5,45 to 64 years,Females
2019-09-07,New Brunswick,70,65 to 84 years,Both sexes
2019-09-07,New Brunswick,35,65 to 84 years,Males
2019-09-07,New Brunswick,30,65 to 84 years,Females
2019-09-07,New Brunswick,55,85 years and over,Both sexes
2019-09-07,New Brunswick,15,85 years and over,Males
2019-09-07,New Brunswick,40,85 years and over,Females
2019-09-14,New Brunswick,140,all ages,Both sexes
2019-09-14,New Brunswick,70,all ages,Males
2019-09-14,New Brunswick,75,all ages,Females
2019-09-14,New Brunswick,0,0 to 44 years,Both sexes
2019-09-14,New Brunswick,0,0 to 44 years,Males
2019-09-14,New Brunswick,0,0 to 44 years,Females
2019-09-14,New Brunswick,25,45 to 64 years,Both sexes
2019-09-14,New Brunswick,15,45 to 64 years,Males
2019-09-14,New Brunswick,10,45 to 64 years,Females
2019-09-14,New Brunswick,65,65 to 84 years,Both sexes
2019-09-14,New Brunswick,45,65 to 84 years,Males
2019-09-14,New Brunswick,25,65 to 84 years,Females
2019-09-14,New Brunswick,55,85 years and over,Both sexes
2019-09-14,New Brunswick,15,85 years and over,Males
2019-09-14,New Brunswick,40,85 years and over,Females
2019-09-21,New Brunswick,140,all ages,Both sexes
2019-09-21,New Brunswick,65,all ages,Males
2019-09-21,New Brunswick,75,all ages,Females
2019-09-21,New Brunswick,5,0 to 44 years,Both sexes
2019-09-21,New Brunswick,5,0 to 44 years,Males
2019-09-21,New Brunswick,5,0 to 44 years,Females
2019-09-21,New Brunswick,20,45 to 64 years,Both sexes
2019-09-21,New Brunswick,10,45 to 64 years,Males
2019-09-21,New Brunswick,10,45 to 64 years,Females
2019-09-21,New Brunswick,60,65 to 84 years,Both sexes
2019-09-21,New Brunswick,40,65 to 84 years,Males
2019-09-21,New Brunswick,25,65 to 84 years,Females
2019-09-21,New Brunswick,50,85 years and over,Both sexes
2019-09-21,New Brunswick,10,85 years and over,Males
2019-09-21,New Brunswick,40,85 years and over,Females
2019-09-28,New Brunswick,145,all ages,Both sexes
2019-09-28,New Brunswick,75,all ages,Males
2019-09-28,New Brunswick,75,all ages,Females
2019-09-28,New Brunswick,5,0 to 44 years,Both sexes
2019-09-28,New Brunswick,5,0 to 44 years,Males
2019-09-28,New Brunswick,0,0 to 44 years,Females
2019-09-28,New Brunswick,30,45 to 64 years,Both sexes
2019-09-28,New Brunswick,15,45 to 64 years,Males
2019-09-28,New Brunswick,15,45 to 64 years,Females
2019-09-28,New Brunswick,75,65 to 84 years,Both sexes
2019-09-28,New Brunswick,40,65 to 84 years,Males
2019-09-28,New Brunswick,35,65 to 84 years,Females
2019-09-28,New Brunswick,35,85 years and over,Both sexes
2019-09-28,New Brunswick,15,85 years and over,Males
2019-09-28,New Brunswick,25,85 years and over,Females
2019-10-05,New Brunswick,160,all ages,Both sexes
2019-10-05,New Brunswick,80,all ages,Males
2019-10-05,New Brunswick,80,all ages,Females
2019-10-05,New Brunswick,5,0 to 44 years,Both sexes
2019-10-05,New Brunswick,0,0 to 44 years,Males
2019-10-05,New Brunswick,0,0 to 44 years,Females
2019-10-05,New Brunswick,25,45 to 64 years,Both sexes
2019-10-05,New Brunswick,15,45 to 64 years,Males
2019-10-05,New Brunswick,10,45 to 64 years,Females
2019-10-05,New Brunswick,75,65 to 84 years,Both sexes
2019-10-05,New Brunswick,35,65 to 84 years,Males
2019-10-05,New Brunswick,40,65 to 84 years,Females
2019-10-05,New Brunswick,55,85 years and over,Both sexes
2019-10-05,New Brunswick,25,85 years and over,Males
2019-10-05,New Brunswick,30,85 years and over,Females
2019-10-12,New Brunswick,135,all ages,Both sexes
2019-10-12,New Brunswick,75,all ages,Males
2019-10-12,New Brunswick,60,all ages,Females
2019-10-12,New Brunswick,5,0 to 44 years,Both sexes
2019-10-12,New Brunswick,5,0 to 44 years,Males
2019-10-12,New Brunswick,0,0 to 44 years,Females
2019-10-12,New Brunswick,30,45 to 64 years,Both sexes
2019-10-12,New Brunswick,20,45 to 64 years,Males
2019-10-12,New Brunswick,10,45 to 64 years,Females
2019-10-12,New Brunswick,60,65 to 84 years,Both sexes
2019-10-12,New Brunswick,40,65 to 84 years,Males
2019-10-12,New Brunswick,25,65 to 84 years,Females
2019-10-12,New Brunswick,40,85 years and over,Both sexes
2019-10-12,New Brunswick,20,85 years and over,Males
2019-10-12,New Brunswick,25,85 years and over,Females
2019-10-19,New Brunswick,145,all ages,Both sexes
2019-10-19,New Brunswick,70,all ages,Males
2019-10-19,New Brunswick,80,all ages,Females
2019-10-19,New Brunswick,5,0 to 44 years,Both sexes
2019-10-19,New Brunswick,5,0 to 44 years,Males
2019-10-19,New Brunswick,0,0 to 44 years,Females
2019-10-19,New Brunswick,15,45 to 64 years,Both sexes
2019-10-19,New Brunswick,10,45 to 64 years,Males
2019-10-19,New Brunswick,5,45 to 64 years,Females
2019-10-19,New Brunswick,75,65 to 84 years,Both sexes
2019-10-19,New Brunswick,40,65 to 84 years,Males
2019-10-19,New Brunswick,35,65 to 84 years,Females
2019-10-19,New Brunswick,50,85 years and over,Both sexes
2019-10-19,New Brunswick,10,85 years and over,Males
2019-10-19,New Brunswick,35,85 years and over,Females
2019-10-26,New Brunswick,150,all ages,Both sexes
2019-10-26,New Brunswick,75,all ages,Males
2019-10-26,New Brunswick,75,all ages,Females
2019-10-26,New Brunswick,10,0 to 44 years,Both sexes
2019-10-26,New Brunswick,5,0 to 44 years,Males
2019-10-26,New Brunswick,5,0 to 44 years,Females
2019-10-26,New Brunswick,25,45 to 64 years,Both sexes
2019-10-26,New Brunswick,15,45 to 64 years,Males
2019-10-26,New Brunswick,10,45 to 64 years,Females
2019-10-26,New Brunswick,70,65 to 84 years,Both sexes
2019-10-26,New Brunswick,30,65 to 84 years,Males
2019-10-26,New Brunswick,40,65 to 84 years,Females
2019-10-26,New Brunswick,45,85 years and over,Both sexes
2019-10-26,New Brunswick,25,85 years and over,Males
2019-10-26,New Brunswick,20,85 years and over,Females
2019-11-02,New Brunswick,160,all ages,Both sexes
2019-11-02,New Brunswick,70,all ages,Males
2019-11-02,New Brunswick,90,all ages,Females
2019-11-02,New Brunswick,10,0 to 44 years,Both sexes
2019-11-02,New Brunswick,5,0 to 44 years,Males
2019-11-02,New Brunswick,5,0 to 44 years,Females
2019-11-02,New Brunswick,20,45 to 64 years,Both sexes
2019-11-02,New Brunswick,10,45 to 64 years,Males
2019-11-02,New Brunswick,10,45 to 64 years,Females
2019-11-02,New Brunswick,75,65 to 84 years,Both sexes
2019-11-02,New Brunswick,30,65 to 84 years,Males
2019-11-02,New Brunswick,40,65 to 84 years,Females
2019-11-02,New Brunswick,60,85 years and over,Both sexes
2019-11-02,New Brunswick,20,85 years and over,Males
2019-11-02,New Brunswick,35,85 years and over,Females
2019-11-09,New Brunswick,150,all ages,Both sexes
2019-11-09,New Brunswick,70,all ages,Males
2019-11-09,New Brunswick,80,all ages,Females
2019-11-09,New Brunswick,5,0 to 44 years,Both sexes
2019-11-09,New Brunswick,5,0 to 44 years,Males
2019-11-09,New Brunswick,0,0 to 44 years,Females
2019-11-09,New Brunswick,15,45 to 64 years,Both sexes
2019-11-09,New Brunswick,10,45 to 64 years,Males
2019-11-09,New Brunswick,10,45 to 64 years,Females
2019-11-09,New Brunswick,60,65 to 84 years,Both sexes
2019-11-09,New Brunswick,35,65 to 84 years,Males
2019-11-09,New Brunswick,25,65 to 84 years,Females
2019-11-09,New Brunswick,60,85 years and over,Both sexes
2019-11-09,New Brunswick,20,85 years and over,Males
2019-11-09,New Brunswick,40,85 years and over,Females
2019-11-16,New Brunswick,150,all ages,Both sexes
2019-11-16,New Brunswick,85,all ages,Males
2019-11-16,New Brunswick,70,all ages,Females
2019-11-16,New Brunswick,5,0 to 44 years,Both sexes
2019-11-16,New Brunswick,0,0 to 44 years,Males
2019-11-16,New Brunswick,0,0 to 44 years,Females
2019-11-16,New Brunswick,20,45 to 64 years,Both sexes
2019-11-16,New Brunswick,15,45 to 64 years,Males
2019-11-16,New Brunswick,10,45 to 64 years,Females
2019-11-16,New Brunswick,80,65 to 84 years,Both sexes
2019-11-16,New Brunswick,50,65 to 84 years,Males
2019-11-16,New Brunswick,30,65 to 84 years,Females
2019-11-16,New Brunswick,45,85 years and over,Both sexes
2019-11-16,New Brunswick,15,85 years and over,Males
2019-11-16,New Brunswick,25,85 years and over,Females
2019-11-23,New Brunswick,155,all ages,Both sexes
2019-11-23,New Brunswick,85,all ages,Males
2019-11-23,New Brunswick,65,all ages,Females
2019-11-23,New Brunswick,5,0 to 44 years,Both sexes
2019-11-23,New Brunswick,5,0 to 44 years,Males
2019-11-23,New Brunswick,0,0 to 44 years,Females
2019-11-23,New Brunswick,15,45 to 64 years,Both sexes
2019-11-23,New Brunswick,10,45 to 64 years,Males
2019-11-23,New Brunswick,5,45 to 64 years,Females
2019-11-23,New Brunswick,80,65 to 84 years,Both sexes
2019-11-23,New Brunswick,50,65 to 84 years,Males
2019-11-23,New Brunswick,35,65 to 84 years,Females
2019-11-23,New Brunswick,50,85 years and over,Both sexes
2019-11-23,New Brunswick,25,85 years and over,Males
2019-11-23,New Brunswick,30,85 years and over,Females
2019-11-30,New Brunswick,150,all ages,Both sexes
2019-11-30,New Brunswick,80,all ages,Males
2019-11-30,New Brunswick,70,all ages,Females
2019-11-30,New Brunswick,0,0 to 44 years,Both sexes
2019-11-30,New Brunswick,0,0 to 44 years,Males
2019-11-30,New Brunswick,5,0 to 44 years,Females
2019-11-30,New Brunswick,20,45 to 64 years,Both sexes
2019-11-30,New Brunswick,10,45 to 64 years,Males
2019-11-30,New Brunswick,5,45 to 64 years,Females
2019-11-30,New Brunswick,70,65 to 84 years,Both sexes
2019-11-30,New Brunswick,35,65 to 84 years,Males
2019-11-30,New Brunswick,35,65 to 84 years,Females
2019-11-30,New Brunswick,60,85 years and over,Both sexes
2019-11-30,New Brunswick,35,85 years and over,Males
2019-11-30,New Brunswick,30,85 years and over,Females
2019-12-07,New Brunswick,150,all ages,Both sexes
2019-12-07,New Brunswick,85,all ages,Males
2019-12-07,New Brunswick,70,all ages,Females
2019-12-07,New Brunswick,10,0 to 44 years,Both sexes
2019-12-07,New Brunswick,5,0 to 44 years,Males
2019-12-07,New Brunswick,10,0 to 44 years,Females
2019-12-07,New Brunswick,20,45 to 64 years,Both sexes
2019-12-07,New Brunswick,15,45 to 64 years,Males
2019-12-07,New Brunswick,5,45 to 64 years,Females
2019-12-07,New Brunswick,90,65 to 84 years,Both sexes
2019-12-07,New Brunswick,50,65 to 84 years,Males
2019-12-07,New Brunswick,40,65 to 84 years,Females
2019-12-07,New Brunswick,40,85 years and over,Both sexes
2019-12-07,New Brunswick,15,85 years and over,Males
2019-12-07,New Brunswick,20,85 years and over,Females
2019-12-14,New Brunswick,175,all ages,Both sexes
2019-12-14,New Brunswick,95,all ages,Males
2019-12-14,New Brunswick,85,all ages,Females
2019-12-14,New Brunswick,10,0 to 44 years,Both sexes
2019-12-14,New Brunswick,5,0 to 44 years,Males
2019-12-14,New Brunswick,5,0 to 44 years,Females
2019-12-14,New Brunswick,30,45 to 64 years,Both sexes
2019-12-14,New Brunswick,15,45 to 64 years,Males
2019-12-14,New Brunswick,15,45 to 64 years,Females
2019-12-14,New Brunswick,80,65 to 84 years,Both sexes
2019-12-14,New Brunswick,50,65 to 84 years,Males
2019-12-14,New Brunswick,30,65 to 84 years,Females
2019-12-14,New Brunswick,60,85 years and over,Both sexes
2019-12-14,New Brunswick,25,85 years and over,Males
2019-12-14,New Brunswick,35,85 years and over,Females
2019-12-21,New Brunswick,155,all ages,Both sexes
2019-12-21,New Brunswick,85,all ages,Males
2019-12-21,New Brunswick,70,all ages,Females
2019-12-21,New Brunswick,5,0 to 44 years,Both sexes
2019-12-21,New Brunswick,5,0 to 44 years,Males
2019-12-21,New Brunswick,0,0 to 44 years,Females
2019-12-21,New Brunswick,25,45 to 64 years,Both sexes
2019-12-21,New Brunswick,10,45 to 64 years,Males
2019-12-21,New Brunswick,10,45 to 64 years,Females
2019-12-21,New Brunswick,80,65 to 84 years,Both sexes
2019-12-21,New Brunswick,45,65 to 84 years,Males
2019-12-21,New Brunswick,35,65 to 84 years,Females
2019-12-21,New Brunswick,50,85 years and over,Both sexes
2019-12-21,New Brunswick,20,85 years and over,Males
2019-12-21,New Brunswick,30,85 years and over,Females
2019-12-28,New Brunswick,130,all ages,Both sexes
2019-12-28,New Brunswick,65,all ages,Males
2019-12-28,New Brunswick,60,all ages,Females
2019-12-28,New Brunswick,0,0 to 44 years,Both sexes
2019-12-28,New Brunswick,0,0 to 44 years,Males
2019-12-28,New Brunswick,0,0 to 44 years,Females
2019-12-28,New Brunswick,20,45 to 64 years,Both sexes
2019-12-28,New Brunswick,10,45 to 64 years,Males
2019-12-28,New Brunswick,10,45 to 64 years,Females
2019-12-28,New Brunswick,55,65 to 84 years,Both sexes
2019-12-28,New Brunswick,35,65 to 84 years,Males
2019-12-28,New Brunswick,25,65 to 84 years,Females
2019-12-28,New Brunswick,50,85 years and over,Both sexes
2019-12-28,New Brunswick,20,85 years and over,Males
2019-12-28,New Brunswick,30,85 years and over,Females
2020-01-04,New Brunswick,175,all ages,Both sexes
