Date,GEO,value,Age,Sex,Characteristics
2021-08-14,Quebec,150,45 to 64 years,Both sexes,Number of deaths
2021-08-14,Quebec,590,65 to 84 years,Both sexes,Number of deaths
2021-08-14,Quebec,410,85 years and over,Both sexes,Number of deaths
2021-08-14,Ontario,2100,all ages,Both sexes,Number of deaths
2021-08-14,Ontario,145,0 to 44 years,Both sexes,Number of deaths
2021-08-14,Ontario,315,45 to 64 years,Both sexes,Number of deaths
2021-08-14,Ontario,865,65 to 84 years,Both sexes,Number of deaths
2021-08-14,Ontario,780,85 years and over,Both sexes,Number of deaths
2021-08-14,Manitoba,,all ages,Both sexes,Number of deaths
2021-08-14,Manitoba,,0 to 44 years,Both sexes,Number of deaths
2021-08-14,Manitoba,,45 to 64 years,Both sexes,Number of deaths
2021-08-14,Manitoba,,65 to 84 years,Both sexes,Number of deaths
2021-08-14,Manitoba,,85 years and over,Both sexes,Number of deaths
2021-08-14,Saskatchewan,205,all ages,Both sexes,Number of deaths
2021-08-14,Saskatchewan,15,0 to 44 years,Both sexes,Number of deaths
2021-08-14,Saskatchewan,35,45 to 64 years,Both sexes,Number of deaths
2021-08-14,Saskatchewan,70,65 to 84 years,Both sexes,Number of deaths
2021-08-14,Saskatchewan,85,85 years and over,Both sexes,Number of deaths
2021-08-14,Alberta,520,all ages,Both sexes,Number of deaths
2021-08-14,Alberta,60,0 to 44 years,Both sexes,Number of deaths
2021-08-14,Alberta,115,45 to 64 years,Both sexes,Number of deaths
2021-08-14,Alberta,185,65 to 84 years,Both sexes,Number of deaths
2021-08-14,Alberta,160,85 years and over,Both sexes,Number of deaths
2021-08-14,British Columbia,750,all ages,Both sexes,Number of deaths
2021-08-14,British Columbia,65,0 to 44 years,Both sexes,Number of deaths
2021-08-14,British Columbia,125,45 to 64 years,Both sexes,Number of deaths
2021-08-14,British Columbia,315,65 to 84 years,Both sexes,Number of deaths
2021-08-14,British Columbia,245,85 years and over,Both sexes,Number of deaths
2021-08-14,Yukon,,all ages,Both sexes,Number of deaths
2021-08-14,Yukon,,0 to 44 years,Both sexes,Number of deaths
2021-08-14,Yukon,,45 to 64 years,Both sexes,Number of deaths
2021-08-14,Yukon,,65 to 84 years,Both sexes,Number of deaths
2021-08-14,Yukon,,85 years and over,Both sexes,Number of deaths
2021-08-14,Northwest Territories,5,all ages,Both sexes,Number of deaths
2021-08-14,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2021-08-14,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
2021-08-14,Northwest Territories,,65 to 84 years,Both sexes,Number of deaths
2021-08-14,Northwest Territories,,85 years and over,Both sexes,Number of deaths
2021-08-14,Nunavut,0,all ages,Both sexes,Number of deaths
2021-08-14,Nunavut,,0 to 44 years,Both sexes,Number of deaths
2021-08-14,Nunavut,,45 to 64 years,Both sexes,Number of deaths
2021-08-14,Nunavut,,65 to 84 years,Both sexes,Number of deaths
2021-08-14,Nunavut,,85 years and over,Both sexes,Number of deaths
2021-08-21,Canada,5650,all ages,Both sexes,Number of deaths
2021-08-21,Canada,340,0 to 44 years,Both sexes,Number of deaths
2021-08-21,Canada,825,45 to 64 years,Both sexes,Number of deaths
2021-08-21,Canada,2440,65 to 84 years,Both sexes,Number of deaths
2021-08-21,Canada,2050,85 years and over,Both sexes,Number of deaths
2021-08-21,Newfoundland and Labrador,105,all ages,Both sexes,Number of deaths
2021-08-21,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2021-08-21,Newfoundland and Labrador,10,45 to 64 years,Both sexes,Number of deaths
2021-08-21,Newfoundland and Labrador,60,65 to 84 years,Both sexes,Number of deaths
2021-08-21,Newfoundland and Labrador,35,85 years and over,Both sexes,Number of deaths
2021-08-21,Prince Edward Island,10,all ages,Both sexes,Number of deaths
2021-08-21,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2021-08-21,Prince Edward Island,5,45 to 64 years,Both sexes,Number of deaths
2021-08-21,Prince Edward Island,5,65 to 84 years,Both sexes,Number of deaths
2021-08-21,Prince Edward Island,5,85 years and over,Both sexes,Number of deaths
2021-08-21,Nova Scotia,180,all ages,Both sexes,Number of deaths
2021-08-21,Nova Scotia,10,0 to 44 years,Both sexes,Number of deaths
2021-08-21,Nova Scotia,25,45 to 64 years,Both sexes,Number of deaths
2021-08-21,Nova Scotia,85,65 to 84 years,Both sexes,Number of deaths
2021-08-21,Nova Scotia,60,85 years and over,Both sexes,Number of deaths
2021-08-21,New Brunswick,160,all ages,Both sexes,Number of deaths
2021-08-21,New Brunswick,10,0 to 44 years,Both sexes,Number of deaths
2021-08-21,New Brunswick,40,45 to 64 years,Both sexes,Number of deaths
2021-08-21,New Brunswick,65,65 to 84 years,Both sexes,Number of deaths
2021-08-21,New Brunswick,50,85 years and over,Both sexes,Number of deaths
2021-08-21,Quebec,1265,all ages,Both sexes,Number of deaths
2021-08-21,Quebec,45,0 to 44 years,Both sexes,Number of deaths
2021-08-21,Quebec,170,45 to 64 years,Both sexes,Number of deaths
2021-08-21,Quebec,595,65 to 84 years,Both sexes,Number of deaths
2021-08-21,Quebec,455,85 years and over,Both sexes,Number of deaths
2021-08-21,Ontario,2145,all ages,Both sexes,Number of deaths
2021-08-21,Ontario,115,0 to 44 years,Both sexes,Number of deaths
2021-08-21,Ontario,280,45 to 64 years,Both sexes,Number of deaths
2021-08-21,Ontario,905,65 to 84 years,Both sexes,Number of deaths
2021-08-21,Ontario,840,85 years and over,Both sexes,Number of deaths
2021-08-21,Manitoba,,all ages,Both sexes,Number of deaths
2021-08-21,Manitoba,,0 to 44 years,Both sexes,Number of deaths
2021-08-21,Manitoba,,45 to 64 years,Both sexes,Number of deaths
2021-08-21,Manitoba,,65 to 84 years,Both sexes,Number of deaths
2021-08-21,Manitoba,,85 years and over,Both sexes,Number of deaths
2021-08-21,Saskatchewan,210,all ages,Both sexes,Number of deaths
2021-08-21,Saskatchewan,20,0 to 44 years,Both sexes,Number of deaths
2021-08-21,Saskatchewan,35,45 to 64 years,Both sexes,Number of deaths
2021-08-21,Saskatchewan,75,65 to 84 years,Both sexes,Number of deaths
2021-08-21,Saskatchewan,85,85 years and over,Both sexes,Number of deaths
2021-08-21,Alberta,595,all ages,Both sexes,Number of deaths
2021-08-21,Alberta,55,0 to 44 years,Both sexes,Number of deaths
2021-08-21,Alberta,115,45 to 64 years,Both sexes,Number of deaths
2021-08-21,Alberta,230,65 to 84 years,Both sexes,Number of deaths
2021-08-21,Alberta,195,85 years and over,Both sexes,Number of deaths
2021-08-21,British Columbia,825,all ages,Both sexes,Number of deaths
2021-08-21,British Columbia,70,0 to 44 years,Both sexes,Number of deaths
2021-08-21,British Columbia,120,45 to 64 years,Both sexes,Number of deaths
2021-08-21,British Columbia,355,65 to 84 years,Both sexes,Number of deaths
2021-08-21,British Columbia,285,85 years and over,Both sexes,Number of deaths
2021-08-21,Yukon,,all ages,Both sexes,Number of deaths
2021-08-21,Yukon,,0 to 44 years,Both sexes,Number of deaths
2021-08-21,Yukon,,45 to 64 years,Both sexes,Number of deaths
2021-08-21,Yukon,,65 to 84 years,Both sexes,Number of deaths
2021-08-21,Yukon,,85 years and over,Both sexes,Number of deaths
2021-08-21,Northwest Territories,5,all ages,Both sexes,Number of deaths
2021-08-21,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2021-08-21,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
2021-08-21,Northwest Territories,,65 to 84 years,Both sexes,Number of deaths
2021-08-21,Northwest Territories,,85 years and over,Both sexes,Number of deaths
2021-08-21,Nunavut,0,all ages,Both sexes,Number of deaths
2021-08-21,Nunavut,,0 to 44 years,Both sexes,Number of deaths
2021-08-21,Nunavut,,45 to 64 years,Both sexes,Number of deaths
2021-08-21,Nunavut,,65 to 84 years,Both sexes,Number of deaths
2021-08-21,Nunavut,,85 years and over,Both sexes,Number of deaths
2021-08-28,Canada,5580,all ages,Both sexes,Number of deaths
2021-08-28,Canada,335,0 to 44 years,Both sexes,Number of deaths
2021-08-28,Canada,830,45 to 64 years,Both sexes,Number of deaths
2021-08-28,Canada,2445,65 to 84 years,Both sexes,Number of deaths
2021-08-28,Canada,1970,85 years and over,Both sexes,Number of deaths
2021-08-28,Newfoundland and Labrador,115,all ages,Both sexes,Number of deaths
2021-08-28,Newfoundland and Labrador,10,0 to 44 years,Both sexes,Number of deaths
2021-08-28,Newfoundland and Labrador,20,45 to 64 years,Both sexes,Number of deaths
2021-08-28,Newfoundland and Labrador,65,65 to 84 years,Both sexes,Number of deaths
2021-08-28,Newfoundland and Labrador,20,85 years and over,Both sexes,Number of deaths
2021-08-28,Prince Edward Island,25,all ages,Both sexes,Number of deaths
2021-08-28,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2021-08-28,Prince Edward Island,0,45 to 64 years,Both sexes,Number of deaths
2021-08-28,Prince Edward Island,15,65 to 84 years,Both sexes,Number of deaths
2021-08-28,Prince Edward Island,5,85 years and over,Both sexes,Number of deaths
2021-08-28,Nova Scotia,180,all ages,Both sexes,Number of deaths
2021-08-28,Nova Scotia,5,0 to 44 years,Both sexes,Number of deaths
2021-08-28,Nova Scotia,25,45 to 64 years,Both sexes,Number of deaths
2021-08-28,Nova Scotia,90,65 to 84 years,Both sexes,Number of deaths
2021-08-28,Nova Scotia,60,85 years and over,Both sexes,Number of deaths
2021-08-28,New Brunswick,150,all ages,Both sexes,Number of deaths
2021-08-28,New Brunswick,35,0 to 44 years,Both sexes,Number of deaths
2021-08-28,New Brunswick,30,45 to 64 years,Both sexes,Number of deaths
2021-08-28,New Brunswick,70,65 to 84 years,Both sexes,Number of deaths
2021-08-28,New Brunswick,35,85 years and over,Both sexes,Number of deaths
2021-08-28,Quebec,1140,all ages,Both sexes,Number of deaths
2021-08-28,Quebec,45,0 to 44 years,Both sexes,Number of deaths
2021-08-28,Quebec,145,45 to 64 years,Both sexes,Number of deaths
2021-08-28,Quebec,545,65 to 84 years,Both sexes,Number of deaths
2021-08-28,Quebec,410,85 years and over,Both sexes,Number of deaths
2021-08-28,Ontario,2215,all ages,Both sexes,Number of deaths
2021-08-28,Ontario,125,0 to 44 years,Both sexes,Number of deaths
2021-08-28,Ontario,320,45 to 64 years,Both sexes,Number of deaths
2021-08-28,Ontario,945,65 to 84 years,Both sexes,Number of deaths
2021-08-28,Ontario,820,85 years and over,Both sexes,Number of deaths
2021-08-28,Manitoba,,all ages,Both sexes,Number of deaths
2021-08-28,Manitoba,,0 to 44 years,Both sexes,Number of deaths
2021-08-28,Manitoba,,45 to 64 years,Both sexes,Number of deaths
2021-08-28,Manitoba,,65 to 84 years,Both sexes,Number of deaths
2021-08-28,Manitoba,,85 years and over,Both sexes,Number of deaths
2021-08-28,Saskatchewan,215,all ages,Both sexes,Number of deaths
2021-08-28,Saskatchewan,25,0 to 44 years,Both sexes,Number of deaths
2021-08-28,Saskatchewan,40,45 to 64 years,Both sexes,Number of deaths
2021-08-28,Saskatchewan,65,65 to 84 years,Both sexes,Number of deaths
2021-08-28,Saskatchewan,90,85 years and over,Both sexes,Number of deaths
2021-08-28,Alberta,570,all ages,Both sexes,Number of deaths
2021-08-28,Alberta,50,0 to 44 years,Both sexes,Number of deaths
2021-08-28,Alberta,95,45 to 64 years,Both sexes,Number of deaths
2021-08-28,Alberta,230,65 to 84 years,Both sexes,Number of deaths
2021-08-28,Alberta,195,85 years and over,Both sexes,Number of deaths
2021-08-28,British Columbia,815,all ages,Both sexes,Number of deaths
2021-08-28,British Columbia,55,0 to 44 years,Both sexes,Number of deaths
2021-08-28,British Columbia,145,45 to 64 years,Both sexes,Number of deaths
2021-08-28,British Columbia,350,65 to 84 years,Both sexes,Number of deaths
2021-08-28,British Columbia,260,85 years and over,Both sexes,Number of deaths
2021-08-28,Yukon,,all ages,Both sexes,Number of deaths
2021-08-28,Yukon,,0 to 44 years,Both sexes,Number of deaths
2021-08-28,Yukon,,45 to 64 years,Both sexes,Number of deaths
2021-08-28,Yukon,,65 to 84 years,Both sexes,Number of deaths
2021-08-28,Yukon,,85 years and over,Both sexes,Number of deaths
2021-08-28,Northwest Territories,5,all ages,Both sexes,Number of deaths
2021-08-28,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2021-08-28,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
2021-08-28,Northwest Territories,,65 to 84 years,Both sexes,Number of deaths
2021-08-28,Northwest Territories,,85 years and over,Both sexes,Number of deaths
2021-08-28,Nunavut,5,all ages,Both sexes,Number of deaths
2021-08-28,Nunavut,,0 to 44 years,Both sexes,Number of deaths
2021-08-28,Nunavut,,45 to 64 years,Both sexes,Number of deaths
2021-08-28,Nunavut,,65 to 84 years,Both sexes,Number of deaths
2021-08-28,Nunavut,,85 years and over,Both sexes,Number of deaths
2021-09-04,Canada,5760,all ages,Both sexes,Number of deaths
2021-09-04,Canada,335,0 to 44 years,Both sexes,Number of deaths
2021-09-04,Canada,850,45 to 64 years,Both sexes,Number of deaths
2021-09-04,Canada,2575,65 to 84 years,Both sexes,Number of deaths
2021-09-04,Canada,2005,85 years and over,Both sexes,Number of deaths
2021-09-04,Newfoundland and Labrador,115,all ages,Both sexes,Number of deaths
2021-09-04,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2021-09-04,Newfoundland and Labrador,15,45 to 64 years,Both sexes,Number of deaths
2021-09-04,Newfoundland and Labrador,60,65 to 84 years,Both sexes,Number of deaths
2021-09-04,Newfoundland and Labrador,30,85 years and over,Both sexes,Number of deaths
2021-09-04,Prince Edward Island,15,all ages,Both sexes,Number of deaths
2021-09-04,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2021-09-04,Prince Edward Island,0,45 to 64 years,Both sexes,Number of deaths
2021-09-04,Prince Edward Island,10,65 to 84 years,Both sexes,Number of deaths
2021-09-04,Prince Edward Island,5,85 years and over,Both sexes,Number of deaths
2021-09-04,Nova Scotia,170,all ages,Both sexes,Number of deaths
2021-09-04,Nova Scotia,0,0 to 44 years,Both sexes,Number of deaths
2021-09-04,Nova Scotia,20,45 to 64 years,Both sexes,Number of deaths
2021-09-04,Nova Scotia,80,65 to 84 years,Both sexes,Number of deaths
2021-09-04,Nova Scotia,60,85 years and over,Both sexes,Number of deaths
2021-09-04,New Brunswick,205,all ages,Both sexes,Number of deaths
2021-09-04,New Brunswick,30,0 to 44 years,Both sexes,Number of deaths
2021-09-04,New Brunswick,25,45 to 64 years,Both sexes,Number of deaths
2021-09-04,New Brunswick,100,65 to 84 years,Both sexes,Number of deaths
2021-09-04,New Brunswick,60,85 years and over,Both sexes,Number of deaths
2021-09-04,Quebec,1255,all ages,Both sexes,Number of deaths
2021-09-04,Quebec,30,0 to 44 years,Both sexes,Number of deaths
2021-09-04,Quebec,155,45 to 64 years,Both sexes,Number of deaths
2021-09-04,Quebec,625,65 to 84 years,Both sexes,Number of deaths
2021-09-04,Quebec,450,85 years and over,Both sexes,Number of deaths
2021-09-04,Ontario,2185,all ages,Both sexes,Number of deaths
2021-09-04,Ontario,120,0 to 44 years,Both sexes,Number of deaths
2021-09-04,Ontario,355,45 to 64 years,Both sexes,Number of deaths
2021-09-04,Ontario,900,65 to 84 years,Both sexes,Number of deaths
2021-09-04,Ontario,810,85 years and over,Both sexes,Number of deaths
2021-09-04,Manitoba,,all ages,Both sexes,Number of deaths
2021-09-04,Manitoba,,0 to 44 years,Both sexes,Number of deaths
2021-09-04,Manitoba,,45 to 64 years,Both sexes,Number of deaths
2021-09-04,Manitoba,,65 to 84 years,Both sexes,Number of deaths
2021-09-04,Manitoba,,85 years and over,Both sexes,Number of deaths
2021-09-04,Saskatchewan,200,all ages,Both sexes,Number of deaths
2021-09-04,Saskatchewan,20,0 to 44 years,Both sexes,Number of deaths
2021-09-04,Saskatchewan,30,45 to 64 years,Both sexes,Number of deaths
2021-09-04,Saskatchewan,70,65 to 84 years,Both sexes,Number of deaths
2021-09-04,Saskatchewan,80,85 years and over,Both sexes,Number of deaths
2021-09-04,Alberta,615,all ages,Both sexes,Number of deaths
2021-09-04,Alberta,50,0 to 44 years,Both sexes,Number of deaths
2021-09-04,Alberta,120,45 to 64 years,Both sexes,Number of deaths
2021-09-04,Alberta,265,65 to 84 years,Both sexes,Number of deaths
2021-09-04,Alberta,175,85 years and over,Both sexes,Number of deaths
2021-09-04,British Columbia,855,all ages,Both sexes,Number of deaths
2021-09-04,British Columbia,70,0 to 44 years,Both sexes,Number of deaths
2021-09-04,British Columbia,100,45 to 64 years,Both sexes,Number of deaths
2021-09-04,British Columbia,385,65 to 84 years,Both sexes,Number of deaths
2021-09-04,British Columbia,290,85 years and over,Both sexes,Number of deaths
2021-09-04,Yukon,,all ages,Both sexes,Number of deaths
2021-09-04,Yukon,,0 to 44 years,Both sexes,Number of deaths
2021-09-04,Yukon,,45 to 64 years,Both sexes,Number of deaths
2021-09-04,Yukon,,65 to 84 years,Both sexes,Number of deaths
2021-09-04,Yukon,,85 years and over,Both sexes,Number of deaths
2021-09-04,Northwest Territories,5,all ages,Both sexes,Number of deaths
2021-09-04,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2021-09-04,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
2021-09-04,Northwest Territories,,65 to 84 years,Both sexes,Number of deaths
2021-09-04,Northwest Territories,,85 years and over,Both sexes,Number of deaths
2021-09-04,Nunavut,0,all ages,Both sexes,Number of deaths
2021-09-04,Nunavut,,0 to 44 years,Both sexes,Number of deaths
2021-09-04,Nunavut,,45 to 64 years,Both sexes,Number of deaths
2021-09-04,Nunavut,,65 to 84 years,Both sexes,Number of deaths
2021-09-04,Nunavut,,85 years and over,Both sexes,Number of deaths
2021-09-11,Canada,6050,all ages,Both sexes,Number of deaths
2021-09-11,Canada,355,0 to 44 years,Both sexes,Number of deaths
2021-09-11,Canada,880,45 to 64 years,Both sexes,Number of deaths
2021-09-11,Canada,2695,65 to 84 years,Both sexes,Number of deaths
2021-09-11,Canada,2120,85 years and over,Both sexes,Number of deaths
2021-09-11,Newfoundland and Labrador,115,all ages,Both sexes,Number of deaths
2021-09-11,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2021-09-11,Newfoundland and Labrador,20,45 to 64 years,Both sexes,Number of deaths
2021-09-11,Newfoundland and Labrador,50,65 to 84 years,Both sexes,Number of deaths
2021-09-11,Newfoundland and Labrador,35,85 years and over,Both sexes,Number of deaths
2021-09-11,Prince Edward Island,15,all ages,Both sexes,Number of deaths
2021-09-11,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2021-09-11,Prince Edward Island,5,45 to 64 years,Both sexes,Number of deaths
2021-09-11,Prince Edward Island,5,65 to 84 years,Both sexes,Number of deaths
2021-09-11,Prince Edward Island,10,85 years and over,Both sexes,Number of deaths
2021-09-11,Nova Scotia,225,all ages,Both sexes,Number of deaths
2021-09-11,Nova Scotia,5,0 to 44 years,Both sexes,Number of deaths
2021-09-11,Nova Scotia,25,45 to 64 years,Both sexes,Number of deaths
2021-09-11,Nova Scotia,120,65 to 84 years,Both sexes,Number of deaths
2021-09-11,Nova Scotia,75,85 years and over,Both sexes,Number of deaths
2021-09-11,New Brunswick,195,all ages,Both sexes,Number of deaths
2021-09-11,New Brunswick,10,0 to 44 years,Both sexes,Number of deaths
2021-09-11,New Brunswick,20,45 to 64 years,Both sexes,Number of deaths
2021-09-11,New Brunswick,95,65 to 84 years,Both sexes,Number of deaths
2021-09-11,New Brunswick,70,85 years and over,Both sexes,Number of deaths
2021-09-11,Quebec,1295,all ages,Both sexes,Number of deaths
2021-09-11,Quebec,55,0 to 44 years,Both sexes,Number of deaths
2021-09-11,Quebec,135,45 to 64 years,Both sexes,Number of deaths
2021-09-11,Quebec,630,65 to 84 years,Both sexes,Number of deaths
2021-09-11,Quebec,480,85 years and over,Both sexes,Number of deaths
2021-09-11,Ontario,2350,all ages,Both sexes,Number of deaths
2021-09-11,Ontario,135,0 to 44 years,Both sexes,Number of deaths
2021-09-11,Ontario,350,45 to 64 years,Both sexes,Number of deaths
2021-09-11,Ontario,1010,65 to 84 years,Both sexes,Number of deaths
2021-09-11,Ontario,855,85 years and over,Both sexes,Number of deaths
2021-09-11,Manitoba,,all ages,Both sexes,Number of deaths
2021-09-11,Manitoba,,0 to 44 years,Both sexes,Number of deaths
2021-09-11,Manitoba,,45 to 64 years,Both sexes,Number of deaths
2021-09-11,Manitoba,,65 to 84 years,Both sexes,Number of deaths
2021-09-11,Manitoba,,85 years and over,Both sexes,Number of deaths
2021-09-11,Saskatchewan,205,all ages,Both sexes,Number of deaths
2021-09-11,Saskatchewan,25,0 to 44 years,Both sexes,Number of deaths
2021-09-11,Saskatchewan,35,45 to 64 years,Both sexes,Number of deaths
2021-09-11,Saskatchewan,80,65 to 84 years,Both sexes,Number of deaths
2021-09-11,Saskatchewan,65,85 years and over,Both sexes,Number of deaths
2021-09-11,Alberta,650,all ages,Both sexes,Number of deaths
2021-09-11,Alberta,60,0 to 44 years,Both sexes,Number of deaths
2021-09-11,Alberta,120,45 to 64 years,Both sexes,Number of deaths
2021-09-11,Alberta,255,65 to 84 years,Both sexes,Number of deaths
2021-09-11,Alberta,210,85 years and over,Both sexes,Number of deaths
2021-09-11,British Columbia,850,all ages,Both sexes,Number of deaths
2021-09-11,British Columbia,55,0 to 44 years,Both sexes,Number of deaths
2021-09-11,British Columbia,145,45 to 64 years,Both sexes,Number of deaths
2021-09-11,British Columbia,380,65 to 84 years,Both sexes,Number of deaths
2021-09-11,British Columbia,265,85 years and over,Both sexes,Number of deaths
2021-09-11,Yukon,,all ages,Both sexes,Number of deaths
2021-09-11,Yukon,,0 to 44 years,Both sexes,Number of deaths
2021-09-11,Yukon,,45 to 64 years,Both sexes,Number of deaths
2021-09-11,Yukon,,65 to 84 years,Both sexes,Number of deaths
2021-09-11,Yukon,,85 years and over,Both sexes,Number of deaths
2021-09-11,Northwest Territories,5,all ages,Both sexes,Number of deaths
2021-09-11,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2021-09-11,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
2021-09-11,Northwest Territories,,65 to 84 years,Both sexes,Number of deaths
2021-09-11,Northwest Territories,,85 years and over,Both sexes,Number of deaths
2021-09-11,Nunavut,5,all ages,Both sexes,Number of deaths
2021-09-11,Nunavut,,0 to 44 years,Both sexes,Number of deaths
2021-09-11,Nunavut,,45 to 64 years,Both sexes,Number of deaths
2021-09-11,Nunavut,,65 to 84 years,Both sexes,Number of deaths
2021-09-11,Nunavut,,85 years and over,Both sexes,Number of deaths
2021-09-18,Canada,5990,all ages,Both sexes,Number of deaths
2021-09-18,Canada,315,0 to 44 years,Both sexes,Number of deaths
2021-09-18,Canada,860,45 to 64 years,Both sexes,Number of deaths
2021-09-18,Canada,2705,65 to 84 years,Both sexes,Number of deaths
2021-09-18,Canada,2100,85 years and over,Both sexes,Number of deaths
2021-09-18,Newfoundland and Labrador,95,all ages,Both sexes,Number of deaths
2021-09-18,Newfoundland and Labrador,0,0 to 44 years,Both sexes,Number of deaths
2021-09-18,Newfoundland and Labrador,15,45 to 64 years,Both sexes,Number of deaths
2021-09-18,Newfoundland and Labrador,50,65 to 84 years,Both sexes,Number of deaths
2021-09-18,Newfoundland and Labrador,25,85 years and over,Both sexes,Number of deaths
2021-09-18,Prince Edward Island,30,all ages,Both sexes,Number of deaths
2021-09-18,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2021-09-18,Prince Edward Island,0,45 to 64 years,Both sexes,Number of deaths
2021-09-18,Prince Edward Island,10,65 to 84 years,Both sexes,Number of deaths
2021-09-18,Prince Edward Island,15,85 years and over,Both sexes,Number of deaths
2021-09-18,Nova Scotia,190,all ages,Both sexes,Number of deaths
2021-09-18,Nova Scotia,15,0 to 44 years,Both sexes,Number of deaths
2021-09-18,Nova Scotia,25,45 to 64 years,Both sexes,Number of deaths
2021-09-18,Nova Scotia,90,65 to 84 years,Both sexes,Number of deaths
2021-09-18,Nova Scotia,65,85 years and over,Both sexes,Number of deaths
2021-09-18,New Brunswick,185,all ages,Both sexes,Number of deaths
2021-09-18,New Brunswick,30,0 to 44 years,Both sexes,Number of deaths
2021-09-18,New Brunswick,30,45 to 64 years,Both sexes,Number of deaths
2021-09-18,New Brunswick,85,65 to 84 years,Both sexes,Number of deaths
2021-09-18,New Brunswick,60,85 years and over,Both sexes,Number of deaths
2021-09-18,Quebec,1300,all ages,Both sexes,Number of deaths
2021-09-18,Quebec,30,0 to 44 years,Both sexes,Number of deaths
2021-09-18,Quebec,150,45 to 64 years,Both sexes,Number of deaths
2021-09-18,Quebec,605,65 to 84 years,Both sexes,Number of deaths
2021-09-18,Quebec,515,85 years and over,Both sexes,Number of deaths
2021-09-18,Ontario,2255,all ages,Both sexes,Number of deaths
2021-09-18,Ontario,110,0 to 44 years,Both sexes,Number of deaths
2021-09-18,Ontario,325,45 to 64 years,Both sexes,Number of deaths
2021-09-18,Ontario,1015,65 to 84 years,Both sexes,Number of deaths
2021-09-18,Ontario,805,85 years and over,Both sexes,Number of deaths
2021-09-18,Manitoba,,all ages,Both sexes,Number of deaths
2021-09-18,Manitoba,,0 to 44 years,Both sexes,Number of deaths
2021-09-18,Manitoba,,45 to 64 years,Both sexes,Number of deaths
2021-09-18,Manitoba,,65 to 84 years,Both sexes,Number of deaths
2021-09-18,Manitoba,,85 years and over,Both sexes,Number of deaths
2021-09-18,Saskatchewan,225,all ages,Both sexes,Number of deaths
2021-09-18,Saskatchewan,20,0 to 44 years,Both sexes,Number of deaths
2021-09-18,Saskatchewan,40,45 to 64 years,Both sexes,Number of deaths
2021-09-18,Saskatchewan,80,65 to 84 years,Both sexes,Number of deaths
2021-09-18,Saskatchewan,75,85 years and over,Both sexes,Number of deaths
2021-09-18,Alberta,715,all ages,Both sexes,Number of deaths
2021-09-18,Alberta,75,0 to 44 years,Both sexes,Number of deaths
2021-09-18,Alberta,125,45 to 64 years,Both sexes,Number of deaths
2021-09-18,Alberta,315,65 to 84 years,Both sexes,Number of deaths
2021-09-18,Alberta,205,85 years and over,Both sexes,Number of deaths
2021-09-18,British Columbia,845,all ages,Both sexes,Number of deaths
2021-09-18,British Columbia,50,0 to 44 years,Both sexes,Number of deaths
2021-09-18,British Columbia,120,45 to 64 years,Both sexes,Number of deaths
2021-09-18,British Columbia,390,65 to 84 years,Both sexes,Number of deaths
2021-09-18,British Columbia,285,85 years and over,Both sexes,Number of deaths
2021-09-18,Yukon,,all ages,Both sexes,Number of deaths
2021-09-18,Yukon,,0 to 44 years,Both sexes,Number of deaths
2021-09-18,Yukon,,45 to 64 years,Both sexes,Number of deaths
2021-09-18,Yukon,,65 to 84 years,Both sexes,Number of deaths
2021-09-18,Yukon,,85 years and over,Both sexes,Number of deaths
2021-09-18,Northwest Territories,0,all ages,Both sexes,Number of deaths
2021-09-18,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2021-09-18,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
2021-09-18,Northwest Territories,,65 to 84 years,Both sexes,Number of deaths
2021-09-18,Northwest Territories,,85 years and over,Both sexes,Number of deaths
2021-09-18,Nunavut,5,all ages,Both sexes,Number of deaths
2021-09-18,Nunavut,,0 to 44 years,Both sexes,Number of deaths
2021-09-18,Nunavut,,45 to 64 years,Both sexes,Number of deaths
2021-09-18,Nunavut,,65 to 84 years,Both sexes,Number of deaths
2021-09-18,Nunavut,,85 years and over,Both sexes,Number of deaths
2021-09-25,Canada,5980,all ages,Both sexes,Number of deaths
2021-09-25,Canada,325,0 to 44 years,Both sexes,Number of deaths
2021-09-25,Canada,875,45 to 64 years,Both sexes,Number of deaths
